data,description,detail_url,mall,price,score,title,url
,"
                    ",https://www.smzdm.com/p/11007249/,,"
                            6480元包邮（多重优惠、限前50名）                        ",,双11预售 : 维莎 日式全实木大衣柜 1.6m,https://www.smzdm.com/fenlei/yigui/p9/
,"
                    ",https://www.smzdm.com/p/13926752/,,"
                                                                                                ",,NARS 纳斯 炫色腮红 4.8g #Deep Throat *2件,https://www.smzdm.com/fenlei/saihong/
,"
                    ",https://www.smzdm.com/p/13922195/,,"
                            79元（需用券）                        ",,SUPOR 苏泊尔 陶瓷砂锅 3.2L,https://www.smzdm.com/fenlei/tanglei/
,,,,,,,https://www.smzdm.com/fenlei/shachui/
05-24 00:43					     																,"
                                                    BODEUX 铂帝斯 法式球釜高压锅选用304不锈钢，耐高温、坚固耐用，球釜工艺增大锅内受热面积，提高加热速度，让食材受热更均匀，锅身外表采用双重抛光工艺，锅盖...                            ",https://www.smzdm.com/p/13973520/,"
                                                                                京东                                    ","
                            199元                        ",3,BODEUX 铂帝斯 法式球釜高压锅 7L,https://www.smzdm.com/fenlei/yaliguo/
,"
                    ",https://www.smzdm.com/p/13842705/,,"
                                                                                                ",,Turtle WAX 龟牌 金龟棕蜡洗车液 G-4039,https://www.smzdm.com/fenlei/xicheye/
05-18 15:04					     																,"
                                                    鸥米茄 冷冻鲍鱼产自福建，选自在洁净水域生长的鲍鱼，肉质饱满鲜嫩，外形迷人，营养滋补，均为现捕冷冻。食用前自然解冻即可，烹饪方法也多种多样，蒸炒煎炖，500g*...                            ",https://www.smzdm.com/p/13890578/,"
                                                                                京东                                    ","
                            128.22元（合64.11元/件）                        ",0,鸥米茄 鲍鱼 500g 8粒 *2件,https://www.smzdm.com/fenlei/shenbao/
,"
                    ",https://www.smzdm.com/p/11700080/,,"
                            ￥266.51+￥29.85含税直邮（合￥296.36）                        ",,中亚Prime会员 : Oakley 欧克利 02 XS 滑雪镜,https://www.smzdm.com/fenlei/xuejing/
,"
                    ",https://www.smzdm.com/p/13102030/,,"
                                                                                                ",,七王星 方形静音家庭石英钟 10英寸,https://www.smzdm.com/fenlei/zhong/p8/
,"
                    ",https://www.smzdm.com/p/13208566/,,"
                            10.9元（需用券）                        ",,七王星 圆形创意挂钟,https://www.smzdm.com/fenlei/zhong/p7/
,"
                    ",https://www.smzdm.com/p/5366671/,,"
                            58元包邮（需用券）                        ",,巴斯洛漫 玫瑰果油 野玫瑰精华护肤沐浴盐 680G,https://www.smzdm.com/fenlei/yuyan/p7/
,"
                    ",https://www.smzdm.com/p/10690640/,,"
                            9.9元包税包邮                        ",,限新用户 : NATURE REPUBLIC 自然共和国 芦荟胶 300ml,https://www.smzdm.com/fenlei/zheli/p9/
,"
                    ",https://www.smzdm.com/p/10969354/,,"
                            £19.98可凑单包直邮（买3免1，约￥180）                        ",,SVR 诗芙雅 sebiaclear系列 祛痘凝胶 15ml *3件,https://www.smzdm.com/fenlei/zheli/p8/
,"
                    ",https://www.smzdm.com/p/11306488/,,"
                            199元                        ",,YA-MAN 雅萌 bloom射频美容仪脸部专用凝胶 80g,https://www.smzdm.com/fenlei/zheli/p7/
,"
                    ",https://www.smzdm.com/p/13689876/,,"
                            18.5元                        ",,猫太子 人教版 练字帖套装,https://www.smzdm.com/fenlei/zitie/p7/
,"
                    ",https://www.smzdm.com/p/11705015/,,"
                                                                                                ",,冠合 运动足球 4号 送打气筒+气针*2+网兜,https://www.smzdm.com/fenlei/zuqiu/p8/
,"
                    ",https://www.smzdm.com/p/11406967/,,"
                                                                                                ",,斯伯丁SPALDING 5号比赛足球成人儿童机缝球64-957Y 银/黑/橘,https://www.smzdm.com/fenlei/zuqiu/p9/
,,,,,,,https://www.smzdm.com/fenlei/posji/
,"
                    ",https://www.smzdm.com/p/13574048/,,"
                            18元包邮                        ",,华夏万卷 毛笔楷书字帖,https://www.smzdm.com/fenlei/zitie/p9/
,"
                    ",https://www.smzdm.com/p/13640426/,,"
                            14.9元                        ",,华夏万卷 田英章楷书 练字帖 套装,https://www.smzdm.com/fenlei/zitie/p8/
,"
                    ",https://www.smzdm.com/p/12145230/,,"
                                                                                                ",,阿迪达斯adidas 足球 WORLD CUP COMP 电视之星耐磨训练足球 CE8085 5号球 白色,https://www.smzdm.com/fenlei/zuqiu/p7/
,"
                    ",https://www.smzdm.com/p/2317529/,,"
                            满$100送$25购物卡                        ",,促销活动：美国亚马逊 艺术品,https://www.smzdm.com/fenlei/zihua/
20小时前					     																,"
                                                    低至9.9元/件。三全专为儿童量身打造的水饺，不同口味的馅料选用虾仁、鳕鱼、三文鱼、鸡肝、金枪鱼等。既符合宝宝的清淡口味又满足每日营养所需。饺子皮的制作采用经典...                            ",https://www.smzdm.com/p/13982576/,"
                                                                                京东                                    ","
                            99元（双重优惠）                        ",14,京东PLUS会员 : 三全 儿童水饺 鳕鱼海苔口味 300g （42只） *10件,https://www.smzdm.com/fenlei/jiaozi/
,"
                    ",https://www.smzdm.com/p/13987614/,,"
                            25.5元                        ",,umi 悠米 创意同学录,https://www.smzdm.com/fenlei/bijiben/
,"
                    ",https://www.smzdm.com/p/13793282/,,"
                            134元（合22.33元/件）                        ",,MSQ 魅丝蔻 双色高光阴影修容粉 暗棕色珍珠白 01 *6件,https://www.smzdm.com/fenlei/xiurong/
,"
                    ",https://www.smzdm.com/p/13927584/,,"
                            6.8元包邮（需用券）                        ",,腾缘 汽车玻璃水 0℃ 1.8L 2瓶装,https://www.smzdm.com/fenlei/bolishui/
,"
                    ",https://www.smzdm.com/p/13889948/,,"
                            £31.5可凑单包直邮（需用码，约￥280）                        ",,GROW GORGEOUS 头发增厚精华液 加强版 60ml  ,https://www.smzdm.com/fenlei/gufayufa/
05-23 08:49					     																,"
                        京东自营 满199-100 好价可入                    ",https://www.smzdm.com/p/13958863/,"
                                                                                京东                                    ","
                            105.4元（合4.05元/件）                        ",0,一品巷子 椒盐花生108g *26件,https://www.smzdm.com/fenlei/huasheng/
05-20 13:01					     																,"
                                                    聚划算卖家欧莱雅彩妆官方旗舰店 原价高达299.00，现价259.00 ，叠加30.00元优惠券，最终售价229.00元 。近期低价，感兴趣的买买不容错过，商品...                            ",https://www.smzdm.com/p/13917039/,"
                                                                                聚划算                                    ","
                            229元（需用券）                        ",0,L'OREAL PARIS 巴黎欧莱雅 红胖子气垫bb霜+替换装,https://www.smzdm.com/fenlei/bbshuang/
05-10 13:42					     																,"
                                                    banila co. 芭妮兰 裸透CC霜具有亮白、保湿、舒缓等功效，敏感肌也可适用，这款CC霜代言是宋智孝，熟悉的MM一定不陌生了。CC霜兼具修颜隔离和精华养肤...                            ",https://www.smzdm.com/p/13782489/,"
                                                                                京东                                    ","
                            164元（合82元/件）                        ",0,banila co. 芭妮兰 裸透CC霜 30ml SPF30 PA++ *2件,https://www.smzdm.com/fenlei/ccshuang/
,"
                    ",https://www.smzdm.com/p/12832427/,,"
                            260.58元                        ",,Clarks 女士 Juliet Lora 乐福鞋,https://www.smzdm.com/fenlei/pogenxie/
,"
                    ",https://www.smzdm.com/p/10557790/,,"
                                                                                                ",,FUJIFILM 富士 instax mini 相纸 白边 (双盒套装) *2件,https://www.smzdm.com/fenlei/jiaojuan/
,"
                    ",https://www.smzdm.com/p/13827579/,,"
                            119元                        ",,PIDAN 宠物 蛋挞造型猫窝,https://www.smzdm.com/fenlei/maogouwo/
,"
                    ",https://www.smzdm.com/p/13062395/,,"
                            245.4元                        ",,Elite 伊丽 剑麻猫爬架 6层,https://www.smzdm.com/fenlei/maopajia/
,"
                    ",https://www.smzdm.com/p/13253673/,,"
                            4.8元                        ",,一靓 PJ-40 燃气软管 三层带纤维线,https://www.smzdm.com/fenlei/ruanguan/
,"
                    ",https://www.smzdm.com/p/8834670/,,"
                            34元包邮（需用券）                        ",,佳钓尼 娇龙 碳素钓鱼竿,https://www.smzdm.com/fenlei/yugan/p7/
04-24 08:30					     																,"
                                                    【第二件19.9】【新鲜发货】北极进口鳕鱼片，富含蛋白质、低脂肪、多种维生素，营养丰富，孕妇儿童老人都爱吃。无刺细嫩，美味至极。 【生鲜保障，坏单包退】叠加优惠...                            ",https://www.smzdm.com/p/13565468/,"
                                                                                天猫精选                                    ","
                            59元（需用券）                        ",1,㊙️爱吃鱼新鲜进口深海鳕鱼片,https://www.smzdm.com/fenlei/yulei/p8/
,"
                    ",https://www.smzdm.com/p/13430614/,,"
                                                                                                ",,国联（GUOLIAN） 冷冻笔管鱿鱼 250g 6-9条 盒装 烧烤 火锅 海鲜食材,https://www.smzdm.com/fenlei/yulei/p9/
,"
                    ",https://www.smzdm.com/p/11589344/,,"
                            9.9元（需用券）                        ",,宜洁 点麻搓澡巾,https://www.smzdm.com/fenlei/yuqiu/p7/
,"
                    ",https://www.smzdm.com/p/10941186/,,"
                            5.9元包邮（需用券）                        ",,星和良品 洗澡沐浴球 3个装,https://www.smzdm.com/fenlei/yuqiu/p8/
,"
                    ",https://www.smzdm.com/p/10656722/,,"
                                                                                                ",,MARYYA 美丽雅 HC049345 细网沐浴花 *2件,https://www.smzdm.com/fenlei/yuqiu/p9/
,"
                    ",https://www.smzdm.com/p/9866952/,,"
                            16.5元                        ",,雨鞋套男女家用防水防雨鞋套防滑加厚耐磨成人儿童下雨雨靴套户外,https://www.smzdm.com/fenlei/yuxie/p7/
,"
                    ",https://www.smzdm.com/p/9246944/,,"
                            16.5元包邮（需用券）                        ",,卡迪仔 儿童雨靴 15-36码,https://www.smzdm.com/fenlei/yuxie/p8/
,"
                    ",https://www.smzdm.com/p/8638429/,,"
                            低至5折+额外8.5折，满£50包直邮                        ",,海淘活动 : THE HUT 精选 Hunter 雨靴、外套专场,https://www.smzdm.com/fenlei/yuxie/p9/
,"
                    ",https://www.smzdm.com/p/13832434/,,"
                            11.9元                        ",,bibigo 必品阁 玉米猪肉 王饺子 490g,https://www.smzdm.com/fenlei/jiaozi/p2/
,"
                    ",https://www.smzdm.com/p/13111600/,,"
                            372日元（约22.39元）                        ",,凑单！ Pigeon 贝亲 弱酸性透明皂 90g,https://www.smzdm.com/fenlei/yingerzao/
,"
                    ",https://www.smzdm.com/p/13954905/,,"
                            74元（合4.63元/件）                        ",,deli 得力 透明磨砂自粘包书膜 32K 10页 送姓名贴 *16件,https://www.smzdm.com/fenlei/qitazhipin/
,"
                    ",https://www.smzdm.com/p/13395390/,,"
                            64.9元                        ",,农夫山泉 NFC橙汁苹果香蕉芒果鲜果冷压榨果汁300ml*10瓶,https://www.smzdm.com/fenlei/nfcguozhi/
,"
                    ",https://www.smzdm.com/p/13848016/,,"
                            8488元包邮                        ",,Apple 苹果 iMac（2019）21.5英寸一体机,https://www.smzdm.com/fenlei/gongzuozhan/
,"
                    ",https://www.smzdm.com/p/13947431/,,"
                            59元包邮                        ",,物槿 YG-03 伊姆斯椅子 黄色,https://www.smzdm.com/fenlei/dengziyizi/
,"
                    ",https://www.smzdm.com/p/13546527/,,"
                                                                                                ",,NOBEL 诺贝尔 80701 全抛釉地砖 800x800 雅士白,https://www.smzdm.com/fenlei/cizhuan/
,"
                    ",https://www.smzdm.com/p/13761594/,,"
                            131元（合18.71元/件）                        ",,syoss 丝蕴 盈润魅卷泡泡弹力素 150ml *7件,https://www.smzdm.com/fenlei/danlisu/
05-14 13:50					     																,"
                                                    合179.93元/件，质细腻质地柔软服帖，配色丰富高饱和色彩~小飞碟高光粉饼是Becca旗下的一款畅销粉质高光，其粉质细腻质地柔软服帖，具有丰富色彩的高饱合配方...                            ",https://www.smzdm.com/p/13832181/,"
                                                                                网易考拉                                    ","
                            359.85元含税包邮（双重优惠）                        ",3,BECCA Shimmering Skin 小飞碟高光粉饼 8g 玫瑰金色 *2件,https://www.smzdm.com/fenlei/fenbing/
05-20 20:35					     																,"
                                                    屋顶防漏卷材6.9叠加优惠券：",https://www.smzdm.com/p/13924135/,"
                                                                                聚划算                                    ","
                            6.9元（需用券）                        ",0,屋顶房顶防水胶带补漏强力止漏贴sbs自粘隔热材料沥青卷材堵漏王,https://www.smzdm.com/fenlei/jiaolei/
,"
                    ",https://www.smzdm.com/p/13888327/,,"
                                                                                                ",,康视顿 C9923 超轻TR90镜架,https://www.smzdm.com/fenlei/jingjia/
,"
                    ",https://www.smzdm.com/p/13981207/,,"
                            119.9元                        ",,Perfect Diary 完美日记 小金钻反重力唇釉 三支装,https://www.smzdm.com/fenlei/kouhong/
,"
                    ",https://www.smzdm.com/p/7652761/,,"
                            100.7元                        ",,EMB EPS450 SD/MP3/USB/PC 便携播放器,https://www.smzdm.com/fenlei/luyinji/
,"
                    ",https://www.smzdm.com/p/10357955/,,"
                            下单购车享100%购置税补贴，分期享3年0利率金融方案！                        ",,购车必看 : VOLVO 沃尔沃 XC90 线上专享优惠,https://www.smzdm.com/fenlei/zhongxingche/
30分钟前					     																,"
                        宏碁此商品京东下单实付5998，近期低价，喜欢的值友可考虑入手~                    ",https://www.smzdm.com/p/13994888/,"
                                                                                京东                                    ","
                            5998元                        ",0,宏碁（Acer）墨舞X30 13.3英寸商务轻薄笔记本（i7-8550U 8G 256G SSD MX130 FHD IPS 指纹识别 合金机身),https://www.smzdm.com/fenlei/bijibendiannao/
,"
                    ",https://www.smzdm.com/p/13410840/,,"
                                                                                                ",,京东PLUS会员 : 三全 儿童水饺 虾仁胡萝卜口味 42只装 300g,https://www.smzdm.com/fenlei/jiaozi/p5/
,"
                    ",https://www.smzdm.com/p/13908162/,,"
                            244.22元（合122.11元/件）                        ",,BUFF新品男女款速干透气全顶帽防晒帽折叠帽徒步跑步帽子 *2件,https://www.smzdm.com/fenlei/dengshanzhuangbei/
,"
                    ",https://www.smzdm.com/p/12537152/,,"
                            460元包邮                        ",,COACH 蔻驰 迪士尼合作款 disney米奇 F86908 女士钥匙包,https://www.smzdm.com/fenlei/nvshiyuechibao/
,"
                    ",https://www.smzdm.com/p/10979261/,,"
                            购车礼包+多重优惠                        ",,购车必看 : 吉利 博越 线上专享优惠,https://www.smzdm.com/fenlei/jincouxingsuv/
05-23 21:15					     																,"
                                                    温馨姜茶，单买好价~寿全斋创始于乾隆二十五年，是一家百年老字号品牌，如今注入了电子商务的新鲜血液，并且联合赞助爱奇艺网络综艺《姐姐好饿》，旗下主营的姜茶也成了网...                            ",https://www.smzdm.com/p/13971743/,"
                                                                                天猫精选                                    ","
                            5.9元包邮（需用券）                        ",2,寿全斋 红糖姜茶 12g*7条  84g,https://www.smzdm.com/fenlei/yangshengchongyin/
,"
                    ",https://www.smzdm.com/p/13324746/,,"
                                                                                                ",,三全 珍鲜灌汤水饺 三鲜口味 约30个 450g,https://www.smzdm.com/fenlei/jiaozi/p6/
,"
                    ",https://www.smzdm.com/p/13958769/,,"
                            63.2元                        ",,迪孚谷雨 新生婴儿床铃,https://www.smzdm.com/fenlei/yaolingchuangling/
,"
                    ",https://www.smzdm.com/p/13596344/,,"
                            839元包邮                        ",,仙声 古筝初学者入门演奏古筝,https://www.smzdm.com/fenlei/minzuguanxianyueqi/
,"
                    ",https://www.smzdm.com/p/13790791/,,"
                            279.3元                        ",,LEGO 乐高 得宝系列 10864 我的游乐场创意积木盒,https://www.smzdm.com/fenlei/LEGO/p14/
,"
                    ",https://www.smzdm.com/p/13824859/,,"
                                                                                                ",,网易考拉黑卡会员 : LEGO 乐高 10252 大众甲壳虫,https://www.smzdm.com/fenlei/LEGO/p13/
,"
                    ",https://www.smzdm.com/p/13754285/,,"
                                                                                                ",,LEGO 乐高 机械组系列 42072 高速赛车旋风冲击,https://www.smzdm.com/fenlei/LEGO/p15/
05-22 03:19					     																,"
                                                    ",https://www.smzdm.com/p/13941827/,"
                                                                                京东                                    ","
                            93元（合31元／件）                        ",0,奥睿科（ORICO）耳机手机耳机运动耳机入耳式可通话鲨鱼鳍游戏耳机苹果三星华为小米等通用RS1 红色 *3件,https://www.smzdm.com/fenlei/erji/p13/
05-21 16:19					     																,"
                                                    天猫精选目前报价269元，使用30元优惠券后实付239元，价格划算，可以入手。叠加优惠券：",https://www.smzdm.com/p/13936318/,"
                                                                                天猫精选                                    ","
                            239元（需用券）                        ",0,SONY 索尼 MDR-XB510AS 入耳式 耳机,https://www.smzdm.com/fenlei/erji/p14/
05-21 11:18					     																,"
                                                    即插即用，运动时也能戴~",https://www.smzdm.com/p/13929115/,"
                                                                                天猫精选                                    ","
                            5.1元包邮（需用券）                        ",49,白菜党 : WRZ M7 入耳式耳机 线控 4色可选,https://www.smzdm.com/fenlei/erji/p15/
05-24 08:50					     																,"
                                                    ",https://www.smzdm.com/p/13975757/,"
                                                                                天猫精选                                    ","
                            199元包邮                        ",0,UR WG14S9FN2000 吊带针织连衣裙,https://www.smzdm.com/fenlei/banshenqun/
,"
                    ",https://www.smzdm.com/p/13229389/,,"
                                                                                                ",,浦之灵 冷冻 野荠菜碎 田园荠菜馅 350g 袋装（2件起售） *5件,https://www.smzdm.com/fenlei/lvyeshucai/
,"
                    ",https://www.smzdm.com/p/13607882/,,"
                            289元                        ",,FlowerPlus 花加 红玫瑰永生花礼盒 （首饰盒）,https://www.smzdm.com/fenlei/yongshenghua/
05-05 17:44					     																,"
                                                    高端私厨水饺~三全是三全食品股份有限公司旗下品牌，主要产品是低温速冻食品，如汤圆、水饺馄饨、粽子等，还有常温即食米饭套餐，以及其他特色出口食品。此款虾皇饺采用整...                            ",https://www.smzdm.com/p/13712382/,"
                                                                                苏宁易购                                    ","
                                                                                                ",7,三全 私厨水饺 虾皇饺 600g（54只）,https://www.smzdm.com/fenlei/jiaozi/p3/
,"
                    ",https://www.smzdm.com/p/2848641/,,"
                            $54.99+$7.39直邮中国（约￥405）                        ",,lomography 乐魔 Diana F+ Medium Format Camera with Flash LOMO梦幻相机,https://www.smzdm.com/fenlei/lomoxiangji/
,"
                    ",https://www.smzdm.com/p/13971909/,,"
                            23899元                        ",,SONY 索尼 KD-65A9F 4K OLED电视,https://www.smzdm.com/fenlei/oleddianshi/
18小时前					     																,"
                                                    【CafeeKoaia】100%纯棉平角内裤4条原价89元【券后29元】包邮 商场同款100%纯绵抗菌，不易变形，远离闷湿，全面呵护您身体的健康！【赠运费险】叠...                            ",https://www.smzdm.com/p/13984356/,"
                                                                                天猫精选                                    ","
                            29元（需用券）                        ",0,Cafee Koaia CK18 4条装莫代尔男士内裤男平角裤纯棉青年冰丝四角裤头透气舒适,https://www.smzdm.com/fenlei/nanshineiku/
,"
                    ",https://www.smzdm.com/p/13857894/,,"
                            83.85元                        ",,YANXUAN 网易严选 女士无缝轻塑身连体衣,https://www.smzdm.com/fenlei/sushenneiyi/
,"
                    ",https://www.smzdm.com/p/13447060/,,"
                            19元                        ",,美孚万能 4T 20W-40 摩托车机油 1L,https://www.smzdm.com/fenlei/motuocheyou/
,"
                    ",https://www.smzdm.com/p/13936700/,,"
                                                                                                ",,GAP 盖璞 官方旗舰店满400元-200元店铺优惠券,https://www.smzdm.com/fenlei/qitapeijian/
05-18 16:53					     																,"
                        京东目前售价5.8元。合理凑单或直接买18件，参加满99元减30元活动，低至4.13元。                    ",https://www.smzdm.com/p/13891952/,"
                                                                                京东                                    ","
                            74.4元（合4.13元/件）                        ",0,Beingmate 贝因美 苹果草莓果汁泥 90g *18件,https://www.smzdm.com/fenlei/shuguoni/
,"
                    ",https://www.smzdm.com/p/13969648/,,"
                            6.8元（需用券）                        ",,复古青花陶瓷盖碗7头套装,https://www.smzdm.com/fenlei/taocibei/
,"
                    ",https://www.smzdm.com/p/13992820/,,"
                            108元（合27元/件）                        ",,KUMANOYUSHI 熊野油脂 无硅油马油洗发水 600ml *4件,https://www.smzdm.com/fenlei/xifashui/
05-13 10:48					     																,"
                                                    两色可选，尺码全。RICOSTA是一个具有悠久欧洲历史文化沉淀的德国童鞋品牌，同时也是德国家喻户晓的国民品牌，德国人对童鞋的制作工艺以及环保意识不言而喻，采用的...                            ",https://www.smzdm.com/p/13813799/,"
                                                                                天猫国际                                    ","
                                                                                                ",11,RICOSTA 锐可达 pepino系列 婴儿凉鞋,https://www.smzdm.com/fenlei/xuebuxie/
,"
                    ",https://www.smzdm.com/p/6928138/,,"
                            7.9元包邮（双重优惠）                        ",,毓婷 验孕棒3支+早早孕试纸10条配尿杯,https://www.smzdm.com/fenlei/yanyunbi/
,"
                    ",https://www.smzdm.com/p/6990843/,,"
                            9.8元包邮                        ",,大卫 早早孕检测试纸（20条+20尿杯）,https://www.smzdm.com/fenlei/yanyunka/
,,,,,,,https://www.smzdm.com/fenlei/dengzhao1/
,,,,,,,https://www.smzdm.com/fenlei/dianziyan/
05-23 00:03					     																,"
                        黛尼（DalySol）特级初榨橄榄油 西班牙原瓶进口 1L 今天中午12点开始，价格49.9元。                    ",https://www.smzdm.com/p/13956701/,"
                                                                                京东                                    ","
                            49.9元                        ",1,12点开始：黛尼（DalySol）特级初榨橄榄油 西班牙原瓶进口 1L,https://www.smzdm.com/fenlei/ganlanyou/
05-21 14:50					     																,"
                        下单后实付价格2.5，近期低价，喜欢的值友可考虑入手~                    ",https://www.smzdm.com/p/13934499/,"
                                                                                天猫精选                                    ","
                            2.5元                        ",0,nVc 雷士照明 LED灯泡 3W,https://www.smzdm.com/fenlei/guangyuan/
,"
                    ",https://www.smzdm.com/p/12125556/,,"
                            19.9元包邮(需用券)                        ",,蓝梦狄 雪地袜 6双 10色可选,https://www.smzdm.com/fenlei/nvwa/p15/
,"
                    ",https://www.smzdm.com/p/13097114/,,"
                                                                                                ",,预售 : CeraVe Moisturizing Lotion 保湿乳液 473ml+88ml+5ml*4+C霜7ml*4,https://www.smzdm.com/fenlei/ruye/p14/
,"
                    ",https://www.smzdm.com/p/13012668/,,"
                                                                                                ",,LA ROCHE-POSAY 理肤泉 清痘净肤精华乳 K+乳 30ml*3,https://www.smzdm.com/fenlei/ruye/p15/
,"
                    ",https://www.smzdm.com/p/12224204/,,"
                            7.9元（需用券）                        ",,薇碧慧 加厚堆推袜*3双,https://www.smzdm.com/fenlei/nvwa/p14/
,"
                    ",https://www.smzdm.com/p/13610148/,,"
                                                                                                ",,奇美 初学者竖笛 6孔/8孔,https://www.smzdm.com/fenlei/xiyangchuizouyueqi/
,"
                    ",https://www.smzdm.com/p/10252858/,,"
                            $2.97（约20.37元）                        ",,Nuby 努比 Hot Safe Spoons 感温变色软勺,https://www.smzdm.com/fenlei/shao/p13/
03-24 16:11					     																,"
                                                    折合一件159元，无油版，更适合春夏使用，温和保湿~倩碧明星产品卓越润肤乳，俗称倩碧黄油，相信大家并不陌生。能够修复天然肌肤屏障，为肌肤补充营养，保持水润柔滑。...                            ",https://www.smzdm.com/p/13155986/,"
                                                                                网易考拉                                    ","
                            318.62元含税包邮（限前2小时，前1000件）                        ",24,CLINIQUE 倩碧 卓越润肤啫喱 无油黄油 125ml *2件,https://www.smzdm.com/fenlei/ruye/p13/
05-08 23:06					     																,"
                                                    京东现售价29元。合理凑单或直接买7件，参加7折活动，还可叠加使用满199减100券。折后每件只要6.01元。近期好价。                            ",https://www.smzdm.com/p/13759770/,"
                                                                                京东                                    ","
                            42.1元（合6.01元/件）                        ",1,焙印原色咖啡过滤纸 100片 木质纤维过滤纸 102咖啡扇形滤纸 *7件,https://www.smzdm.com/fenlei/kafeiju/
,"
                    ",https://www.smzdm.com/p/11773293/,,"
                            788元（需付10元定金）                        ",,FOREVER 永久 16英寸7速折叠车,https://www.smzdm.com/fenlei/qitamotuoxiangguan/
,"
                    ",https://www.smzdm.com/p/12900418/,,"
                            215元                        ",,Silverage 银时代 日光微澜 S990足银手镯,https://www.smzdm.com/fenlei/shou/p15/
,"
                    ",https://www.smzdm.com/p/13691440/,,"
                            158.4元（合79.2元/件）                        ",,霏澈 sparkiling系列气泡水 330ml*20瓶 *2件,https://www.smzdm.com/fenlei/shui/p13/
,"
                    ",https://www.smzdm.com/p/13660394/,,"
                            59.9元                        ",,农夫山泉饮用天然水 婴儿水 母婴水 1L*8瓶整箱,https://www.smzdm.com/fenlei/shui/p14/
,"
                    ",https://www.smzdm.com/p/12981077/,,"
                            3858.75元包邮（需用券）                        ",,CHJ 潮宏基 万花筒系列 CV000000004 足金手镯 12.25g,https://www.smzdm.com/fenlei/shou/p14/
,"
                    ",https://www.smzdm.com/p/9842761/,,"
                            79.9元（合39.95元/件）                        ",,LOCK&LOCK; 乐扣乐扣  CKT004RED 硅胶大汤勺 红色 *2件,https://www.smzdm.com/fenlei/shao/p14/
,"
                    ",https://www.smzdm.com/p/9317346/,,"
                            124.08元                        ",,WMF 福腾宝 Nuova Cromargan 汤勺-套装 6件套,https://www.smzdm.com/fenlei/shao/p15/
,"
                    ",https://www.smzdm.com/p/13038121/,,"
                                                                                                ",,Silverage 银时代 日光微澜 S990足银手镯,https://www.smzdm.com/fenlei/shou/p13/
04-20 14:54					     																,"
                                                    手工制作，方便美味。思念手打天下系列水饺，主打手工制作，面团经40分钟揉制，更加劲道；馅料经约300次捶打，更加细腻入味；手工包制，皮薄馅足，选优质猪肉，滑嫩味...                            ",https://www.smzdm.com/p/13515259/,"
                                                                                苏宁易购                                    ","
                                                                                                ",20,思念 手打天下 猪肉玉米水饺 1080g,https://www.smzdm.com/fenlei/jiaozi/p4/
,"
                    ",https://www.smzdm.com/p/9804761/,,"
                            296元包邮（需用券，合148元/件）                        ",,LP 733 膝关节护膝 *2件,https://www.smzdm.com/fenlei/huxi/p14/
,"
                    ",https://www.smzdm.com/p/9617713/,,"
                            40元包邮                        ",,RIGORER 准者 DH-600201 运动护膝,https://www.smzdm.com/fenlei/huxi/p15/
,"
                    ",https://www.smzdm.com/p/13355623/,,"
                            2964.48元包邮                        ",,考拉会员 : Apple 苹果 iPad 平板电脑 2018新款 9.7英寸 128G WLAN,https://www.smzdm.com/fenlei/ipad/p13/
,"
                    ",https://www.smzdm.com/p/13270143/,,"
                            5188元包邮                        ",,14点开始 : Apple 苹果 iPad Pro 10.5 英寸 平板电脑 WLAN+Cellular版 64GB,https://www.smzdm.com/fenlei/ipad/p14/
,"
                    ",https://www.smzdm.com/p/13205871/,,"
                                                                                                ",,Apple 苹果 iPad 平板电脑 9.7英寸 128GB WLAN版 Pencil套装,https://www.smzdm.com/fenlei/ipad/p15/
,"
                    ",https://www.smzdm.com/p/13433210/,,"
                                                                                                ",,loz 俐智 创意街景积木 4件组合装（多款可选）,https://www.smzdm.com/fenlei/jimu/p14/
,"
                    ",https://www.smzdm.com/p/13376643/,,"
                            43元包邮（需用券）                        ",,BanBao 邦宝 小颗粒塑料积木 迷你古建筑 6565 天坛模型,https://www.smzdm.com/fenlei/jimu/p15/
,"
                    ",https://www.smzdm.com/p/11545608/,,"
                                                                                                ",,绿林 内六角扳手 平头9件套,https://www.smzdm.com/fenlei/banshou/p5/
,"
                    ",https://www.smzdm.com/p/13975724/,,"
                            20元包邮（需用券）                        ",,GGUU苹果7plus手机壳,https://www.smzdm.com/fenlei/baohuke/p3/
21小时前					     																,"
                                                    京东物流配送次日达，此商品目前在59元，可参加优惠券立减20元，适合喜欢硅胶软壳的人群使用，感兴趣的值友不容错过食品级硅胶环保材质，超亲肤手感，柔软纤维内衬防护...                            ",https://www.smzdm.com/p/13981808/,"
                                                                                京东                                    ","
                            36元包邮（需用券）                        ",2,赋电 苹果液态硅胶手机壳,https://www.smzdm.com/fenlei/baohuke/p2/
,"
                    ",https://www.smzdm.com/p/12375900/,,"
                            87.18元（合14.53元/件）                        ",,尼奥动力（neopower）ML-Y2002 万能扳手二件套快速水管钳/活动多功能管钳扳手 *6件,https://www.smzdm.com/fenlei/banshou/p4/
,"
                    ",https://www.smzdm.com/p/10088441/,,"
                            18元包邮（需用券）                        ",,AQ AQ1151 女款护膝 一只装,https://www.smzdm.com/fenlei/huxi/p13/
